num	dhconf	c1	c1co	c2	c2co
0399	2020	it	41.9027835,12.4963655	us	38.9071923,-77.0368707
0401	2020	ca	45.4215296,-75.6971931	in	28.6139391,77.2090212
0403	2020	de	52.5200066,13.404954	ro	44.4267674,26.1025384
0406	2020	mx	19.4326077,-99.133208	pe	-12.0463731,-77.042754
0415	2020	nz	-41.2864603,174.776236	us	38.9071923,-77.0368707
0419	2020	ca	45.4215296,-75.6971931	us	38.9071923,-77.0368707
0434	2020	ca	45.4215296,-75.6971931	us	38.9071923,-77.0368707
0444	2020	be	50.8503463,4.3517211	ca	45.4215296,-75.6971931
0444	2020	be	50.8503463,4.3517211	us	38.9071923,-77.0368707
0444	2020	ca	45.4215296,-75.6971931	us	38.9071923,-77.0368707
0445	2020	cn	39.9041999,116.4073963	us	38.9071923,-77.0368707
0448	2020	ca	45.4215296,-75.6971931	us	38.9071923,-77.0368707
0455	2020	at	48.2081743,16.3738189	de	52.5200066,13.404954
0455	2020	at	48.2081743,16.3738189	fi	60.1698557,24.9383791
0455	2020	at	48.2081743,16.3738189	fr	48.856614,2.3522219
0455	2020	de	52.5200066,13.404954	fi	60.1698557,24.9383791
0455	2020	de	52.5200066,13.404954	fr	48.856614,2.3522219
0455	2020	fi	60.1698557,24.9383791	fr	48.856614,2.3522219
0462	2020	ca	45.4215296,-75.6971931	us	38.9071923,-77.0368707
0011	2017	uk	51.5073509,-0.1277583	us	38.9071923,-77.0368707
0019	2017	ca	45.4215296,-75.6971931	uk	51.5073509,-0.1277583
0019	2017	ca	45.4215296,-75.6971931	us	38.9071923,-77.0368707
0019	2017	uk	51.5073509,-0.1277583	us	38.9071923,-77.0368707
0021	2017	nl	52.3702157,4.8951679	uk	51.5073509,-0.1277583
0031	2017	ca	45.4215296,-75.6971931	de	52.5200066,13.404954
0031	2017	ca	45.4215296,-75.6971931	us	38.9071923,-77.0368707
0031	2017	de	52.5200066,13.404954	us	38.9071923,-77.0368707
0035	2017	de	52.5200066,13.404954	us	38.9071923,-77.0368707
0037	2017	de	52.5200066,13.404954	eu	50.8503463,4.3517211
0037	2017	de	52.5200066,13.404954	ru	55.755826,37.6172999
0037	2017	eu	50.8503463,4.3517211	ru	55.755826,37.6172999
0040	2017	at	48.2081743,16.3738189	ca	45.4215296,-75.6971931
0040	2017	at	48.2081743,16.3738189	de	52.5200066,13.404954
0040	2017	at	48.2081743,16.3738189	fr	48.856614,2.3522219
0040	2017	at	48.2081743,16.3738189	nl	52.3702157,4.8951679
0040	2017	ca	45.4215296,-75.6971931	de	52.5200066,13.404954
0040	2017	ca	45.4215296,-75.6971931	fr	48.856614,2.3522219
0040	2017	ca	45.4215296,-75.6971931	nl	52.3702157,4.8951679
0040	2017	de	52.5200066,13.404954	fr	48.856614,2.3522219
0040	2017	de	52.5200066,13.404954	nl	52.3702157,4.8951679
0040	2017	fr	48.856614,2.3522219	nl	52.3702157,4.8951679
0042	2017	be	50.8503463,4.3517211	fr	48.856614,2.3522219
0043	2017	be	50.8503463,4.3517211	nl	52.3702157,4.8951679
0044	2017	tw	25.0329694,121.5654177	us	38.9071923,-77.0368707
0054	2017	nl	52.3702157,4.8951679	us	38.9071923,-77.0368707
0062	2017	ca	45.4215296,-75.6971931	us	38.9071923,-77.0368707
0065	2017	ru	55.755826,37.6172999	uk	51.5073509,-0.1277583
0069	2017	in	28.6139391,77.2090212	us	38.9071923,-77.0368707
0076	2017	de	52.5200066,13.404954	eu	50.8503463,4.3517211
0078	2017	ca	45.4215296,-75.6971931	uk	51.5073509,-0.1277583
0080	2017	ca	45.4215296,-75.6971931	fr	48.856614,2.3522219
0088	2017	ar	-34.6036844,-58.3815591	es	40.4167754,-3.7037902
0088	2017	ar	-34.6036844,-58.3815591	pt	38.7222524,-9.1393366
0088	2017	es	40.4167754,-3.7037902	pt	38.7222524,-9.1393366
0090	2017	ca	45.4215296,-75.6971931	fi	60.1698557,24.9383791
0093	2017	fr	48.856614,2.3522219	ru	55.755826,37.6172999
0096	2017	au	-35.308129,149.124402	tw	25.0329694,121.5654177
0104	2017	gr	37.9838096,23.7275388	uk	51.5073509,-0.1277583
0106	2017	ca	45.4215296,-75.6971931	jp	35.7090259,139.7319925
0120	2017	at	48.2081743,16.3738189	us	38.9071923,-77.0368707
0131	2017	ca	45.4215296,-75.6971931	fr	48.856614,2.3522219
0133	2017	es	40.4167754,-3.7037902	se	59.3293235,18.0685808
0139	2017	no	59.9138688,10.7522454	us	38.9071923,-77.0368707
0152	2017	ie	53.3498053,-6.2603097	us	38.9071923,-77.0368707
0157	2017	ar	-34.6036844,-58.3815591	es	40.4167754,-3.7037902
0157	2017	ar	-34.6036844,-58.3815591	mx	19.4326077,-99.133208
0157	2017	es	40.4167754,-3.7037902	mx	19.4326077,-99.133208
0159	2017	ca	45.4215296,-75.6971931	us	38.9071923,-77.0368707
0165	2017	in	28.6139391,77.2090212	mx	19.4326077,-99.133208
0165	2017	in	28.6139391,77.2090212	us	38.9071923,-77.0368707
0165	2017	mx	19.4326077,-99.133208	us	38.9071923,-77.0368707
0166	2017	sg	1.355429,103.867722	us	38.9071923,-77.0368707
0180	2017	au	-35.308129,149.124402	uk	51.5073509,-0.1277583
0182	2017	at	48.2081743,16.3738189	it	41.9027835,12.4963655
0190	2017	de	52.5200066,13.404954	nl	52.3702157,4.8951679
0202	2017	de	52.5200066,13.404954	fr	48.856614,2.3522219
0207	2017	ca	45.4215296,-75.6971931	us	38.9071923,-77.0368707
0208	2017	jp	35.7090259,139.7319925	us	38.9071923,-77.0368707
0212	2017	be	50.8503463,4.3517211	ca	45.4215296,-75.6971931
0219	2017	be	50.8503463,4.3517211	it	41.9027835,12.4963655
0219	2017	be	50.8503463,4.3517211	nl	52.3702157,4.8951679
0219	2017	be	50.8503463,4.3517211	se	59.3293235,18.0685808
0219	2017	it	41.9027835,12.4963655	nl	52.3702157,4.8951679
0219	2017	it	41.9027835,12.4963655	se	59.3293235,18.0685808
0219	2017	nl	52.3702157,4.8951679	se	59.3293235,18.0685808
0232	2017	au	-35.308129,149.124402	ca	45.4215296,-75.6971931
0237	2017	ca	45.4215296,-75.6971931	fr	48.856614,2.3522219
0243	2017	ca	45.4215296,-75.6971931	us	38.9071923,-77.0368707
0245	2017	de	52.5200066,13.404954	us	38.9071923,-77.0368707
0254	2017	ch	46.9479739,7.4474468	us	38.9071923,-77.0368707
0255	2017	ar	-34.6036844,-58.3815591	es	40.4167754,-3.7037902
0261	2017	uk	51.5073509,-0.1277583	us	38.9071923,-77.0368707
0262	2017	ca	45.4215296,-75.6971931	us	38.9071923,-77.0368707
0272	2017	ca	45.4215296,-75.6971931	us	38.9071923,-77.0368707
0285	2017	ca	45.4215296,-75.6971931	us	38.9071923,-77.0368707
0292	2017	cn	39.9041999,116.4073963	de	52.5200066,13.404954
0292	2017	cn	39.9041999,116.4073963	us	38.9071923,-77.0368707
0292	2017	de	52.5200066,13.404954	us	38.9071923,-77.0368707
0293	2017	es	40.4167754,-3.7037902	fr	48.856614,2.3522219
0305	2017	de	52.5200066,13.404954	eu	50.8503463,4.3517211
0306	2017	at	48.2081743,16.3738189	de	52.5200066,13.404954
0306	2017	at	48.2081743,16.3738189	ru	55.755826,37.6172999
0306	2017	de	52.5200066,13.404954	ru	55.755826,37.6172999
0316	2017	ar	-34.6036844,-58.3815591	ca	45.4215296,-75.6971931
0316	2017	ar	-34.6036844,-58.3815591	us	38.9071923,-77.0368707
0316	2017	ca	45.4215296,-75.6971931	us	38.9071923,-77.0368707
0322	2017	at	48.2081743,16.3738189	de	52.5200066,13.404954
0326	2017	ca	45.4215296,-75.6971931	us	38.9071923,-77.0368707
0344	2017	ca	45.4215296,-75.6971931	us	38.9071923,-77.0368707
0347	2017	at	48.2081743,16.3738189	uk	51.5073509,-0.1277583
0354	2017	nl	52.3702157,4.8951679	us	38.9071923,-77.0368707
0358	2017	uk	51.5073509,-0.1277583	us	38.9071923,-77.0368707
0360	2017	be	50.8503463,4.3517211	nl	52.3702157,4.8951679
0373	2017	au	-35.308129,149.124402	uk	51.5073509,-0.1277583
0373	2017	au	-35.308129,149.124402	us	38.9071923,-77.0368707
0373	2017	uk	51.5073509,-0.1277583	us	38.9071923,-77.0368707
0374	2017	de	52.5200066,13.404954	us	38.9071923,-77.0368707
0394	2017	ch	46.9479739,7.4474468	nl	52.3702157,4.8951679
0394	2017	ch	46.9479739,7.4474468	us	38.9071923,-77.0368707
0394	2017	nl	52.3702157,4.8951679	us	38.9071923,-77.0368707
0396	2017	de	52.5200066,13.404954	us	38.9071923,-77.0368707
0397	2017	ca	45.4215296,-75.6971931	us	38.9071923,-77.0368707
0398	2017	fi	60.1698557,24.9383791	uk	51.5073509,-0.1277583
0404	2017	ca	45.4215296,-75.6971931	us	38.9071923,-77.0368707
